arch_idx,stage,int8_kb,overflow_kb,board
14016,infeasible,1000.6797,1000,nrf5340dk
14019,infeasible,1170.3594,1170,nrf5340dk
14029,infeasible,1210.6797,1210,nrf5340dk
14037,infeasible,859.9375,859,nrf5340dk
14039,infeasible,911.7578,911,nrf5340dk
14046,infeasible,1115.3828,1115,nrf5340dk
14064,infeasible,870.4062,870,nrf5340dk
14087,infeasible,913.9375,913,nrf5340dk
14110,infeasible,865.2109,865,nrf5340dk
14116,infeasible,747.0938,,nrf5340dk_2
14118,infeasible,951.7109,951,nrf5340dk
14125,infeasible,908.8203,908,nrf5340dk
14139,infeasible,910.5859,910,nrf5340dk
14141,infeasible,911.6172,911,nrf5340dk
14145,infeasible,1161.7031,1161,nrf5340dk
14152,infeasible,913.9375,913,nrf5340dk
14153,infeasible,914.0312,914,nrf5340dk
14158,infeasible,865.1172,865,nrf5340dk
14174,infeasible,908.0781,908,nrf5340dk
14224,infeasible,750.4531,,nrf5340dk_1
14234,infeasible,868.1328,868,nrf5340dk
14255,infeasible,905.3828,905,nrf5340dk
14264,infeasible,914.0312,914,nrf5340dk
14273,infeasible,877.0859,877,nrf5340dk
14287,infeasible,905.3828,905,nrf5340dk
14289,infeasible,916.8203,916,nrf5340dk
14296,infeasible,910.5859,910,nrf5340dk
14299,infeasible,856.5547,856,nrf5340dk
14304,infeasible,911.5312,911,nrf5340dk
14325,infeasible,911.6172,911,nrf5340dk
14331,infeasible,874.2578,874,nrf5340dk
14349,infeasible,865.1172,865,nrf5340dk
14352,infeasible,868.5469,868,nrf5340dk
14381,infeasible,868.1328,868,nrf5340dk
14386,infeasible,1121.625,1121,nrf5340dk
14418,infeasible,1123.4609,1123,nrf5340dk
14429,infeasible,865.7266,865,nrf5340dk
14434,infeasible,856.5859,856,nrf5340dk
14441,infeasible,864.2578,864,nrf5340dk
14456,infeasible,908.7344,908,nrf5340dk
14462,infeasible,865.1172,865,nrf5340dk
14473,infeasible,951.7031,951,nrf5340dk
14480,infeasible,920.1562,920,nrf5340dk
14486,infeasible,859.9219,859,nrf5340dk
14491,infeasible,960.3594,960,nrf5340dk
14493,infeasible,1170.4609,1170,nrf5340dk
14501,infeasible,868.1328,868,nrf5340dk
14507,infeasible,865.2109,865,nrf5340dk
14508,infeasible,920.1562,920,nrf5340dk
14517,infeasible,865.1172,865,nrf5340dk
14538,infeasible,920.1562,920,nrf5340dk
14547,infeasible,916.8203,916,nrf5340dk
14560,infeasible,916.8203,916,nrf5340dk
14572,infeasible,870.9141,870,nrf5340dk
14573,infeasible,856.5781,856,nrf5340dk
14575,infeasible,910.6719,910,nrf5340dk
14580,infeasible,870.4062,870,nrf5340dk
14585,infeasible,951.7969,951,nrf5340dk
14602,infeasible,750.3594,,nrf5340dk_1
14622,infeasible,747.5625,,nrf5340dk_3
14624,infeasible,1377.0938,1377,nrf5340dk
14647,infeasible,957.0938,957,nrf5340dk
14651,infeasible,856.5859,856,nrf5340dk
14654,infeasible,861.7656,861,nrf5340dk
14668,infeasible,862.4141,862,nrf5340dk
14669,infeasible,1115.3828,1115,nrf5340dk
14673,infeasible,865.2031,865,nrf5340dk
14684,infeasible,914.0312,914,nrf5340dk
14686,infeasible,908.7344,908,nrf5340dk
14693,infeasible,1118.1641,1118,nrf5340dk
14719,infeasible,917.3906,917,nrf5340dk
14720,infeasible,951.7969,951,nrf5340dk
14732,infeasible,908.7344,908,nrf5340dk
14735,infeasible,870.4062,870,nrf5340dk
14742,infeasible,1120.6719,1120,nrf5340dk
14775,infeasible,920.1562,920,nrf5340dk
14794,infeasible,862.4141,862,nrf5340dk
14801,infeasible,871.3516,871,nrf5340dk
14805,infeasible,914.4531,914,nrf5340dk
14808,infeasible,911.2422,911,nrf5340dk
14842,infeasible,856.5547,856,nrf5340dk
14850,infeasible,911.5234,911,nrf5340dk
14859,infeasible,1161.7109,1161,nrf5340dk
14869,infeasible,868.4609,868,nrf5340dk
14872,infeasible,908.1797,908,nrf5340dk
14880,infeasible,1170.4609,1170,nrf5340dk
14883,infeasible,859.0625,859,nrf5340dk
14908,infeasible,1121.6172,1121,nrf5340dk
14910,infeasible,1127.3672,1127,nrf5340dk
14917,infeasible,1121.4297,1121,nrf5340dk
14919,infeasible,908.2656,908,nrf5340dk
14928,infeasible,750.4609,,nrf5340dk_2
14952,infeasible,862.7109,862,nrf5340dk
14958,infeasible,911.7578,911,nrf5340dk
14972,infeasible,902.8672,902,nrf5340dk
14983,infeasible,908.1797,908,nrf5340dk
14985,infeasible,957.0,957,nrf5340dk
14995,infeasible,864.2578,864,nrf5340dk
15003,infeasible,951.7109,951,nrf5340dk
15015,infeasible,874.2578,874,nrf5340dk
15040,infeasible,910.6719,910,nrf5340dk
15041,infeasible,1167.5625,1167,nrf5340dk
15046,infeasible,868.4531,868,nrf5340dk
15049,infeasible,870.4062,870,nrf5340dk
15076,infeasible,1380.4609,1380,nrf5340dk
15089,infeasible,747.0938,,nrf5340dk_1
15123,infeasible,856.5703,856,nrf5340dk
15128,infeasible,790.6797,,nrf5340dk_1
15131,infeasible,908.7344,908,nrf5340dk
15141,infeasible,914.0312,914,nrf5340dk
15144,infeasible,1161.7031,1161,nrf5340dk
15159,infeasible,865.7266,865,nrf5340dk
15166,infeasible,905.3828,905,nrf5340dk
15186,infeasible,960.3594,960,nrf5340dk
15190,infeasible,957.0,957,nrf5340dk
15198,infeasible,960.4531,960,nrf5340dk
15201,infeasible,914.4531,914,nrf5340dk
15203,infeasible,865.1094,865,nrf5340dk
15228,infeasible,908.4062,908,nrf5340dk
15252,infeasible,908.8203,908,nrf5340dk
15257,infeasible,905.3828,905,nrf5340dk
15258,infeasible,864.7812,864,nrf5340dk
15291,infeasible,954.2031,954,nrf5340dk
15297,infeasible,868.1328,868,nrf5340dk
15312,infeasible,856.5547,856,nrf5340dk
15341,infeasible,1420.6797,1420,nrf5340dk
15342,infeasible,865.3438,865,nrf5340dk
15362,infeasible,954.2031,954,nrf5340dk
15372,infeasible,1121.2422,1121,nrf5340dk
15392,infeasible,865.1172,865,nrf5340dk
15399,infeasible,750.4609,,nrf5340dk
15419,infeasible,865.3516,865,nrf5340dk
15425,infeasible,916.8203,916,nrf5340dk
15435,infeasible,907.8828,907,nrf5340dk
15461,infeasible,856.5547,856,nrf5340dk
15474,infeasible,865.1172,865,nrf5340dk
15508,infeasible,747.0,,nrf5340dk
15510,infeasible,747.0,,nrf5340dk
15529,infeasible,747.5625,,nrf5340dk
15537,infeasible,1210.6797,1210,nrf5340dk
15548,infeasible,1126.8203,1126,nrf5340dk
15573,infeasible,914.0312,914,nrf5340dk
15580,infeasible,862.4141,862,nrf5340dk
15593,infeasible,856.5547,856,nrf5340dk
15603,infeasible,867.8984,867,nrf5340dk
15612,infeasible,1124.0312,1124,nrf5340dk
15622,infeasible,905.4766,905,nrf5340dk
